TOKEN	FORMAT	TOK_COUNT	TOK_FRAC	DOC_COUNT	DOC_FRAC
assinalado	L	58	8.55924e-05	57	0.000561383
assinalados	L	33	4.86991e-05	33	0.000325011
assinalam	L	19	2.80389e-05	19	0.000187128
assinalando	L	60	8.85439e-05	58	0.000571232
assinalar	L	63	9.29711e-05	62	0.000610627
assinalaram	L	13	1.91845e-05	12	0.000118186
assiná-lo	LH	12	1.77088e-05	12	0.000118186
assinalou	L	447	0.000659652	409	0.00402817
assinam	L	372	0.000548972	345	0.00339784
assinamos	L	52	7.6738e-05	46	0.000453046
assinando	L	100	0.000147573	97	0.000955336
assinante	L	18277	0.0269719	7717	0.0760033
assinantes	L	6409	0.00945796	6008	0.0591717
assinar	L	1702	0.0025117	1447	0.0142512
assinará	L	88	0.000129864	80	0.000787906
assinaram	L	654	0.000965128	587	0.00578126
assinarão	L	19	2.80389e-05	17	0.00016743
assinarem	L	40	5.90293e-05	39	0.000384104
assinaria	L	33	4.86991e-05	32	0.000315162
assinasse	L	46	6.78837e-05	43	0.000423499
assinatura	L	4196	0.00619217	3196	0.0314768
assinaturas	L	1186	0.00175022	800	0.00787906
assinava	L	58	8.55924e-05	55	0.000541685
assine	L	326	0.000481088	279	0.00274782
assinei	L	59	8.70682e-05	52	0.000512139
assinem	L	31	4.57477e-05	28	0.000275767
assino	L	17	2.50874e-05	15	0.000147732
assinou	L	1701	0.00251022	1453	0.0143103
assintomática	L	103	0.000152	93	0.00091594
assintomáticas	L	72	0.000106253	62	0.000610627
assintomático	L	66	9.73983e-05	53	0.000521987
assintomáticos	L	175	0.000258253	119	0.00117201
Assis	S	1655	0.00244234	1111	0.010942
ASSIS	U	24	3.54176e-05	24	0.000236372
Assist	S	37	5.46021e-05	26	0.000256069
assista	L	3086	0.00455411	2945	0.0290048
assistam	L	68	0.00010035	62	0.000610627
Assistance	S	20	2.95146e-05	15	0.000147732
Assistant	S	46	6.78837e-05	29	0.000285616
assiste	L	783	0.0011555	739	0.00727828
assistem	L	214	0.000315807	204	0.00200916
assistência	L	4202	0.00620102	3200	0.0315162
assistenciais	L	303	0.000447147	251	0.00247205
assistencial	L	316	0.000466331	225	0.00221598
assistencialismo	L	36	5.31263e-05	34	0.00033486
assistencialistas	L	12	1.77088e-05	11	0.000108337
assistências	L	660	0.000973983	398	0.00391983
assistente	L	2029	0.00299426	1569	0.0154528
assistentes	L	493	0.000727536	391	0.00385089
assisti	L	178	0.00026268	169	0.00166445
assistia	L	161	0.000237593	156	0.00153642
assistiam	L	59	8.70682e-05	57	0.000561383
assistida	L	384	0.000566681	285	0.00280691
assistidas	L	224	0.000330564	184	0.00181218
assistido	L	640	0.000944468	510	0.0050229
assistidos	L	867	0.00127946	807	0.007948
assisti-la	LH	12	1.77088e-05	12	0.000118186
assisti-las	LH	11	1.6233e-05	11	0.000108337
assisti-lo	LH	49	7.23108e-05	47	0.000462895
assisti-los	LH	33	4.86991e-05	33	0.000325011
assistimos	L	155	0.000228738	148	0.00145763
assistindo	L	743	0.00109647	693	0.00682523
assistir	L	8681	0.0128108	6094	0.0600187
assistirá	L	36	5.31263e-05	35	0.000344709
assistiram	L	246	0.00036303	218	0.00214704
assistirão	L	25	3.68933e-05	25	0.000246221
assistirem	L	89	0.00013134	87	0.000856847
assistiu	L	1068	0.00157608	1031	0.0101541
assistiva	L	19	2.80389e-05	15	0.000147732
assistivas	L	17	2.50874e-05	11	0.000108337
assisto	L	42	6.19807e-05	37	0.000364406
assistolia	L	71	0.000104777	32	0.000315162
assoalho	L	96	0.00014167	79	0.000778057
assoberbado	L	11	1.6233e-05	11	0.000108337
assobio	L	15	2.2136e-05	14	0.000137883
associa	L	174	0.000256777	172	0.001694
associação	L	3416	0.0050411	2594	0.0255478
associações	L	1131	0.00166905	901	0.00887379
associada	L	1461	0.00215604	1313	0.0129315
associadas	L	964	0.00142261	883	0.00869651
associado	L	1660	0.00244971	1448	0.0142611
associados	L	1894	0.00279504	1533	0.0150982
associá-la	LH	16	2.36117e-05	16	0.000157581
associá-lo	LH	23	3.39418e-05	22	0.000216674
associam	L	143	0.00021103	140	0.00137883
associamos	L	22	3.24661e-05	20	0.000196976
associando	L	95	0.000140195	90	0.000886394
associar	L	418	0.000616856	376	0.00370316
associaram	L	54	7.96895e-05	53	0.000521987
associarem	L	21	3.09904e-05	21	0.000206825
associar-se	LH	15	2.2136e-05	14	0.000137883
Associated	S	230	0.000339418	195	0.00192052
Associates	S	24	3.54176e-05	16	0.000157581
Association	S	308	0.000454525	267	0.00262964
associativa	L	50	7.37866e-05	29	0.000285616
associativas	L	43	6.34565e-05	27	0.000265918
associativismo	L	22	3.24661e-05	16	0.000157581
associativo	L	54	7.96895e-05	45	0.000443197
associativos	L	27	3.98448e-05	14	0.000137883
associava	L	12	1.77088e-05	12	0.000118186
associavam	L	21	3.09904e-05	20	0.000196976
associe	L	30	4.42719e-05	28	0.000275767
associou	L	125	0.000184466	120	0.00118186
assola	L	187	0.000275962	181	0.00178264
assolada	L	53	7.82138e-05	53	0.000521987
assolado	L	38	5.60778e-05	38	0.000374255
assolam	L	150	0.00022136	147	0.00144778
assolando	L	21	3.09904e-05	21	0.000206825
assolar	L	15	2.2136e-05	14	0.000137883
assolaram	L	22	3.24661e-05	22	0.000216674
Assolini	S	23	3.39418e-05	14	0.000137883
assolou	L	46	6.78837e-05	46	0.000453046
assombra	L	144	0.000212505	137	0.00134929
assombração	L	27	3.98448e-05	26	0.000256069
assombrações	L	25	3.68933e-05	24	0.000236372
assombrada	L	123	0.000181515	115	0.00113261
assombrado	L	89	0.00013134	86	0.000846999
assombrados	L	22	3.24661e-05	22	0.000216674
assombram	L	57	8.41167e-05	57	0.000561383
assombrando	L	21	3.09904e-05	21	0.000206825
assombrar	L	65	9.59226e-05	65	0.000640173
assombraram	L	15	2.2136e-05	13	0.000128035
assombro	L	38	5.60778e-05	36	0.000354558
assombrosa	L	48	7.08351e-05	48	0.000472743
assombrosamente	L	27	3.98448e-05	27	0.000265918
assombroso	L	31	4.57477e-05	31	0.000305313
assombrosos	L	18	2.65632e-05	17	0.00016743
assombrou	L	19	2.80389e-05	19	0.000187128
assopra	L	16	2.36117e-05	15	0.000147732
assoprar	L	27	3.98448e-05	25	0.000246221
assoreamento	L	39	5.75535e-05	30	0.000295465
Assu	S	15	2.2136e-05	13	0.000128035
assuma	L	334	0.000492894	313	0.00308268
assumam	L	85	0.000125437	84	0.000827301
Assumção	S	114	0.000168233	44	0.000433348
assume	L	3098	0.00457182	2804	0.0276161
assumem	L	394	0.000581438	371	0.00365391
assume-se	LH	13	1.91845e-05	11	0.000108337
assumi	L	102	0.000150525	98	0.000965184
assumia	L	42	6.19807e-05	40	0.000393953
assumiam	L	15	2.2136e-05	14	0.000137883
assumida	L	297	0.000438292	291	0.00286601
assumidamente	L	126	0.000185942	122	0.00120156
assumidas	L	92	0.000135767	85	0.00083715
assumido	L	532	0.000785089	512	0.0050426
assumidos	L	214	0.000315807	202	0.00198946
assumi-la	LH	19	2.80389e-05	18	0.000177279
assumimos	L	82	0.00012101	77	0.000758359
assumindo	L	498	0.000734914	484	0.00476683
assumir	L	4795	0.00707613	4025	0.0396415
assumirá	L	480	0.000708351	433	0.00426454
assumiram	L	437	0.000644895	390	0.00384104
assumirão	L	36	5.31263e-05	35	0.000344709
assumirem	L	156	0.000230214	145	0.00142808
assumiremos	L	173	0.000255302	173	0.00170385
assumiria	L	96	0.00014167	93	0.00091594
assumiriam	L	12	1.77088e-05	12	0.000118186
assumirmos	L	21	3.09904e-05	21	0.000206825
assumisse	L	127	0.000187418	119	0.00117201
assumissem	L	22	3.24661e-05	22	0.000216674
assumiu	L	3470	0.00512079	3050	0.0300389
assumo	L	62	9.14954e-05	59	0.00058108
Assumpção	S	147	0.000216933	116	0.00114246
assunção	L	73	0.000107728	64	0.000630325
assunto	L	15214	0.0224518	11958	0.117772
assuntos	L	3991	0.00588964	3403	0.0335155
Assusete	S	19	2.80389e-05	13	0.000128035
assusta	L	816	0.0012042	763	0.00751465
assustada	L	256	0.000377787	238	0.00234402
assustadas	L	47	6.93594e-05	45	0.000443197
assustado	L	278	0.000410253	254	0.0025016
assustador	L	513	0.00075705	476	0.00468804
assustadora	L	341	0.000503224	314	0.00309253
assustadoramente	L	69	0.000101825	66	0.000650022
assustadoras	L	179	0.000264156	161	0.00158566
assustadores	L	163	0.000240544	154	0.00151672
assustados	L	151	0.000222835	146	0.00143793
assustam	L	126	0.000185942	121	0.00119171
assustando	L	69	0.000101825	67	0.000659871
assustar	L	297	0.000438292	281	0.00276752
assustará	L	35	5.16506e-05	33	0.000325011
assustaram	L	76	0.000112156	75	0.000738662
assustava	L	21	3.09904e-05	21	0.000206825
assuste	L	30	4.42719e-05	30	0.000295465
assustei	L	30	4.42719e-05	30	0.000295465
assustou	L	347	0.000512079	327	0.00322056
asteca	L	14	2.06602e-05	12	0.000118186
astecas	L	24	3.54176e-05	12	0.000118186
Aster	S	186	0.000274486	70	0.000689417
asterisco	L	24	3.54176e-05	20	0.000196976
Asterix	S	50	7.37866e-05	18	0.000177279
Asteroid	S	41	6.0505e-05	25	0.000246221
asteroide	L	468	0.000690642	187	0.00184173
asteróide	L	13	1.91845e-05	13	0.000128035
asteroides	L	272	0.000401399	125	0.0012311
astigmatismo	L	19	2.80389e-05	13	0.000128035
Astolfo	S	15	2.2136e-05	11	0.000108337
Aston	S	352	0.000519458	197	0.00194022
Astor	S	29	4.27962e-05	17	0.00016743
Astorga	S	82	0.00012101	79	0.000778057
Astra	S	66	9.73983e-05	33	0.000325011
astrais	L	22	3.24661e-05	18	0.000177279
astral	L	357	0.000526836	246	0.00242281
Astrazeneca	S	103	0.000152	78	0.000768208
AstraZeneca	C	915	0.00135029	449	0.00442212
Astrid	S	68	0.00010035	50	0.000492441
Astrini	S	40	5.90293e-05	17	0.00016743
astro	L	1109	0.00163659	905	0.00891318
Astrocentro	S	21	3.09904e-05	16	0.000157581
astrofísica	L	62	9.14954e-05	49	0.000482592
astrofísico	L	82	0.00012101	67	0.000659871
astrofísicos	L	21	3.09904e-05	19	0.000187128
astróloga	L	832	0.00122781	716	0.00705176
astrologia	L	250	0.000368933	176	0.00173339
astrológica	L	49	7.23108e-05	38	0.000374255
astrológicas	L	151	0.000222835	137	0.00134929
astrológico	L	63	9.29711e-05	50	0.000492441
astrológicos	L	67	9.8874e-05	33	0.000325011
astrólogo	L	114	0.000168233	65	0.000640173
astrólogos	L	25	3.68933e-05	18	0.000177279
astronauta	L	365	0.000538642	231	0.00227508
astronautas	L	993	0.0014654	680	0.0066972
Astronáutica	S	21	3.09904e-05	14	0.000137883
astrônoma	L	31	4.57477e-05	26	0.000256069
astronomia	L	242	0.000357127	173	0.00170385
astronômica	L	96	0.00014167	86	0.000846999
Astronomical	S	23	3.39418e-05	19	0.000187128
astronomicamente	L	13	1.91845e-05	12	0.000118186
astronômicas	L	70	0.000103301	62	0.000610627
astronômico	L	124	0.000182991	106	0.00104397
astronômicos	L	110	0.00016233	92	0.000906091
astrônomo	L	152	0.000224311	106	0.00104397
astrônomos	L	372	0.000548972	196	0.00193037
Astronomy	S	48	7.08351e-05	41	0.000403802
AstroPay	C	62	9.14954e-05	51	0.00050229
Astrophysical	S	25	3.68933e-05	23	0.000226523
astros	L	881	0.00130012	710	0.00699266
astúcia	L	93	0.000137243	91	0.000896243
Astúrias	S	29	4.27962e-05	23	0.000226523
astuta	L	35	5.16506e-05	35	0.000344709
astuto	L	46	6.78837e-05	44	0.000433348
astutos	L	13	1.91845e-05	13	0.000128035
Asus	S	282	0.000416156	97	0.000955336
ASUS	U	188	0.000277438	57	0.000561383
Asylum	S	18	2.65632e-05	15	0.000147732
at	L	786	0.00115993	433	0.00426454
ata	L	933	0.00137686	593	0.00584035
atabalhoada	L	27	3.98448e-05	26	0.000256069
atabalhoado	L	21	3.09904e-05	19	0.000187128
ataca	L	1008	0.00148754	943	0.00928744
atacada	L	601	0.000886915	542	0.00533806
Atacadão	S	115	0.000169709	61	0.000600778
atacadas	L	156	0.000230214	152	0.00149702
atacadista	L	116	0.000171185	93	0.00091594
atacadistas	L	58	8.55924e-05	44	0.000433348
atacado	L	979	0.00144474	862	0.00848968
atacados	L	293	0.000432389	271	0.00266903
atacá-la	LH	45	6.64079e-05	41	0.000403802
atacá-lo	LH	39	5.75535e-05	38	0.000374255
atacam	L	375	0.000553399	343	0.00337815
Atacama	S	97	0.000143146	46	0.000453046
atacamos	L	11	1.6233e-05	11	0.000108337
atacando	L	413	0.000609477	387	0.00381149
atacante	L	4750	0.00700973	2503	0.0246516
atacantes	L	472	0.000696545	378	0.00372285
atacar	L	1952	0.00288063	1715	0.0168907
atacará	L	23	3.39418e-05	22	0.000216674
atacaram	L	294	0.000433865	265	0.00260994
atacarejo	L	127	0.000187418	99	0.000975033
atacarejos	L	22	3.24661e-05	16	0.000157581
atacarem	L	51	7.52623e-05	51	0.00050229
atacaria	L	17	2.50874e-05	17	0.00016743
atacasse	L	19	2.80389e-05	19	0.000187128
atacassem	L	11	1.6233e-05	11	0.000108337
atacava	L	56	8.2641e-05	54	0.000531836
atacavam	L	21	3.09904e-05	20	0.000196976
ATACMS	U	22	3.24661e-05	14	0.000137883
atacou	L	878	0.00129569	810	0.00797754
atadas	L	49	7.23108e-05	47	0.000462895
atado	L	13	1.91845e-05	12	0.000118186
ataduras	L	11	1.6233e-05	11	0.000108337
Ataíde	S	41	6.0505e-05	30	0.000295465
Ataídes	S	20	2.95146e-05	15	0.000147732
Atala	S	41	6.0505e-05	24	0.000236372
Atalaia	S	260	0.00038369	130	0.00128035
Atalanta	S	113	0.000166758	70	0.000689417
atalho	L	284	0.000419108	197	0.00194022
atalhos	L	251	0.000370409	190	0.00187128
Ataliba	S	20	2.95146e-05	15	0.000147732
Atapu	S	21	3.09904e-05	15	0.000147732
ataque	L	12826	0.0189277	6775	0.0667258
ataquem	L	33	4.86991e-05	32	0.000315162
ataques	L	10156	0.0149875	5614	0.0552913
atarefada	L	18	2.65632e-05	18	0.000177279
Atari	S	71	0.000104777	39	0.000384104
atas	L	328	0.00048404	161	0.00158566
atávica	L	27	3.98448e-05	27	0.000265918
atávico	L	18	2.65632e-05	18	0.000177279
atazanar	L	29	4.27962e-05	29	0.000285616
ate	L	59	8.70682e-05	55	0.000541685
até	L	136678	0.2017	63211	0.622554
ateado	L	27	3.98448e-05	19	0.000187128
ateando	L	49	7.23108e-05	42	0.00041365
atear	L	80	0.000118059	69	0.000679569
atearam	L	65	9.59226e-05	61	0.000600778
ateia	L	37	5.46021e-05	34	0.00033486
ateiam	L	24	3.54176e-05	23	0.000226523
ateísmo	L	18	2.65632e-05	16	0.000157581
ateliê	L	144	0.000212505	101	0.000994731
atelier	L	15	2.2136e-05	13	0.000128035
ateliês	L	28	4.13205e-05	24	0.000236372
Atem	S	47	6.93594e-05	13	0.000128035
atém	L	23	3.39418e-05	23	0.000226523
atemporais	L	84	0.000123961	81	0.000797754
atemporal	L	165	0.000243496	148	0.00145763
atemporalidade	L	23	3.39418e-05	22	0.000216674
Atena	S	95	0.000140195	31	0.000305313
Atenas	S	219	0.000323185	131	0.0012902
atenção	L	13761	0.0203075	11137	0.109686
atenciosa	L	41	6.0505e-05	40	0.000393953
Atenciosamente	S	29	4.27962e-05	29	0.000285616
atencioso	L	85	0.000125437	82	0.000807603
atenciosos	L	26	3.8369e-05	26	0.000256069
atenções	L	568	0.000838216	537	0.00528882
atenda	L	280	0.000413205	275	0.00270843
atendam	L	289	0.000426486	272	0.00267888
atende	L	2083	0.00307395	1897	0.0186832
atendê-la	LH	20	2.95146e-05	19	0.000187128
atendê-las	LH	17	2.50874e-05	17	0.00016743
atendê-lo	LH	19	2.80389e-05	19	0.000187128
atendê-los	LH	33	4.86991e-05	31	0.000305313
atendem	L	695	0.00102563	646	0.00636234
atendemos	L	65	9.59226e-05	63	0.000620476
atendendo	L	826	0.00121895	795	0.00782981
atendente	L	427	0.000630137	342	0.0033683
atendentes	L	205	0.000302525	190	0.00187128
atender	L	6052	0.00893113	5075	0.0499828
atenderá	L	185	0.00027301	178	0.00175309
atenderam	L	217	0.000320234	206	0.00202886
atenderão	L	37	5.46021e-05	36	0.000354558
atenderem	L	121	0.000178564	118	0.00116216
atenderia	L	54	7.96895e-05	48	0.000472743
atendesse	L	48	7.08351e-05	47	0.000462895
atendessem	L	23	3.39418e-05	23	0.000226523
atendeu	L	1447	0.00213538	1270	0.012508
atendi	L	29	4.27962e-05	27	0.000265918
atendia	L	228	0.000336467	215	0.0021175
atendiam	L	64	9.44468e-05	64	0.000630325
atendida	L	538	0.000793944	490	0.00482592
atendidas	L	1047	0.00154509	946	0.00931698
atendido	L	832	0.00122781	758	0.00746541
atendidos	L	892	0.00131635	781	0.00769193
atendimento	L	11291	0.0166625	6609	0.0650909
atendimentos	L	1903	0.00280832	1220	0.0120156
atendo	L	43	6.34565e-05	40	0.000393953
atenta	L	650	0.000959226	617	0.00607672
atentado	L	1603	0.0023656	1065	0.010489
atentados	L	530	0.000782138	414	0.00407741
atentam	L	85	0.000125437	82	0.000807603
atentamente	L	177	0.000261204	171	0.00168415
atentando	L	57	8.41167e-05	54	0.000531836
atentar	L	544	0.000802798	511	0.00503275
atentaram	L	30	4.42719e-05	28	0.000275767
atentarem	L	16	2.36117e-05	15	0.000147732
atentar-se	LH	35	5.16506e-05	33	0.000325011
atentas	L	187	0.000275962	178	0.00175309
atentatória	L	19	2.80389e-05	18	0.000177279
atentatórias	L	17	2.50874e-05	16	0.000157581
atentatório	L	17	2.50874e-05	14	0.000137883
atentatórios	L	17	2.50874e-05	14	0.000137883
atente	L	63	9.29711e-05	60	0.000590929
atentei	L	15	2.2136e-05	14	0.000137883
atentem	L	66	9.73983e-05	65	0.000640173
atente-se	LH	43	6.34565e-05	41	0.000403802
atento	L	2097	0.00309461	1833	0.0180529
atentos	L	1012	0.00149344	947	0.00932683
atentou	L	83	0.000122486	81	0.000797754
atenua	L	41	6.0505e-05	38	0.000374255
atenuação	L	29	4.27962e-05	28	0.000275767
atenuada	L	31	4.57477e-05	29	0.000285616
atenuadas	L	28	4.13205e-05	27	0.000265918
atenuado	L	58	8.55924e-05	51	0.00050229
atenuados	L	18	2.65632e-05	17	0.00016743
atenuando	L	17	2.50874e-05	17	0.00016743
atenuante	L	33	4.86991e-05	26	0.000256069
atenuantes	L	31	4.57477e-05	26	0.000256069
atenuar	L	217	0.000320234	208	0.00204855
ateou	L	58	8.55924e-05	52	0.000512139
ater	L	66	9.73983e-05	65	0.000640173
aterosclerose	L	59	8.70682e-05	46	0.000453046
aterrado	L	15	2.2136e-05	11	0.000108337
aterrador	L	35	5.16506e-05	35	0.000344709
aterradora	L	37	5.46021e-05	36	0.000354558
aterradores	L	14	2.06602e-05	14	0.000137883
aterramento	L	34	5.01749e-05	25	0.000246221
aterrar	L	14	2.06602e-05	12	0.000118186
Aterrinho	S	66	9.73983e-05	50	0.000492441
aterrissa	L	34	5.01749e-05	33	0.000325011
aterrissagem	L	88	0.000129864	78	0.000768208
aterrissar	L	56	8.2641e-05	55	0.000541685
aterrissou	L	57	8.41167e-05	50	0.000492441
aterro	L	203	0.000299574	113	0.00111292
aterroriza	L	103	0.000152	102	0.00100458
aterrorizada	L	48	7.08351e-05	48	0.000472743
aterrorizadas	L	13	1.91845e-05	13	0.000128035
aterrorizado	L	15	2.2136e-05	14	0.000137883
aterrorizados	L	22	3.24661e-05	22	0.000216674
aterrorizam	L	35	5.16506e-05	28	0.000275767
aterrorizando	L	29	4.27962e-05	28	0.000275767
aterrorizante	L	158	0.000233166	148	0.00145763
aterrorizantes	L	65	9.59226e-05	65	0.000640173
aterrorizar	L	81	0.000119534	74	0.000728813
aterrorizaram	L	21	3.09904e-05	17	0.00016743
aterrorizou	L	29	4.27962e-05	26	0.000256069
aterros	L	106	0.000156428	69	0.000679569
ater-se	LH	18	2.65632e-05	17	0.00016743
atesta	L	304	0.000448622	299	0.0029448
atestada	L	42	6.19807e-05	40	0.000393953
atestado	L	607	0.000895769	421	0.00414635
atestados	L	137	0.000202175	111	0.00109322
atestam	L	114	0.000168233	112	0.00110307
atestando	L	72	0.000106253	69	0.000679569
atestar	L	190	0.000280389	181	0.00178264
atestaram	L	47	6.93594e-05	46	0.000453046
ateste	L	27	3.98448e-05	27	0.000265918
atestem	L	22	3.24661e-05	22	0.000216674
Atestmed	S	31	4.57477e-05	14	0.000137883
atestou	L	123	0.000181515	110	0.00108337
ateu	L	67	9.8874e-05	58	0.000571232
ateus	L	38	5.60778e-05	35	0.000344709
ateve	L	18	2.65632e-05	18	0.000177279
Athayde	S	61	9.00196e-05	41	0.000403802
Athena	S	58	8.55924e-05	33	0.000325011
Athletic	S	122	0.000180039	89	0.000876545
Athletic-MG	SH	13	1.91845e-05	11	0.000108337
Athletico	S	1160	0.00171185	380	0.00374255
ATHLETICO	U	33	4.86991e-05	26	0.000256069
Athlético	S	22	3.24661e-05	12	0.000118186
Athletico-PR	SH	714	0.00105367	383	0.0037721
ATHLETICO-PR	UH	28	4.13205e-05	19	0.000187128
Athletics	S	34	5.01749e-05	23	0.000226523
Athos	S	55	8.11652e-05	30	0.000295465
ATI	U	16	2.36117e-05	14	0.000137883
Atibaia	S	312	0.000460428	153	0.00150687
atiça	L	29	4.27962e-05	28	0.000275767
Ática	S	31	4.57477e-05	20	0.000196976
atiçam	L	12	1.77088e-05	12	0.000118186
atiçando	L	13	1.91845e-05	13	0.000128035
atiçar	L	26	3.8369e-05	26	0.000256069
atiçou	L	22	3.24661e-05	20	0.000196976
Atila	S	25	3.68933e-05	13	0.000128035
Átila	S	197	0.000290719	129	0.0012705
Atílio	S	52	7.6738e-05	28	0.000275767
átimo	L	12	1.77088e-05	11	0.000108337
atinente	L	29	4.27962e-05	27	0.000265918
atinentes	L	68	0.00010035	62	0.000610627
atinge	L	3768	0.00556056	3405	0.0335352
atingem	L	1048	0.00154657	975	0.0096026
atingi	L	18	2.65632e-05	17	0.00016743
atingia	L	83	0.000122486	80	0.000787906
atingiam	L	25	3.68933e-05	25	0.000246221
atingida	L	1542	0.00227558	1312	0.0129217
atingidas	L	1261	0.0018609	995	0.00979958
atingido	L	2510	0.00370409	2055	0.0202393
atingidos	L	1650	0.00243496	1253	0.0123406
atingi-lo	LH	60	8.85439e-05	60	0.000590929
atingimento	L	72	0.000106253	66	0.000650022
atingimos	L	46	6.78837e-05	45	0.000443197
atingindo	L	1096	0.0016174	1036	0.0102034
atingir	L	4896	0.00722518	4052	0.0399074
atingirá	L	171	0.00025235	166	0.0016349
atingiram	L	1269	0.0018727	1146	0.0112867
atingirão	L	26	3.8369e-05	26	0.000256069
atingirem	L	128	0.000188894	127	0.0012508
atingiria	L	78	0.000115107	74	0.000728813
atingiriam	L	22	3.24661e-05	22	0.000216674
atingirmos	L	32	4.72234e-05	31	0.000305313
atingisse	L	69	0.000101825	68	0.00066972
atingissem	L	24	3.54176e-05	23	0.000226523
atingiu	L	4041	0.00596343	3386	0.0333481
atinja	L	267	0.00039402	260	0.00256069
atinjam	L	98	0.000144622	93	0.00091594
atípica	L	271	0.000399923	239	0.00235387
atípicas	L	167	0.000246447	142	0.00139853
atipicidade	L	40	5.90293e-05	33	0.000325011
atípico	L	304	0.000448622	268	0.00263948
atípicos	L	105	0.000154952	88	0.000866696
Atique	S	29	4.27962e-05	17	0.00016743
atira	L	287	0.000423535	246	0.00242281
atirada	L	26	3.8369e-05	26	0.000256069
atiradas	L	34	5.01749e-05	30	0.000295465
atirado	L	171	0.00025235	159	0.00156596
atirador	L	720	0.00106253	421	0.00414635
atiradores	L	306	0.000451574	236	0.00232432
atirados	L	30	4.42719e-05	29	0.000285616
atiram	L	72	0.000106253	71	0.000699266
atirando	L	322	0.000475186	281	0.00276752
atirar	L	719	0.00106105	609	0.00599793
atirará	L	21	3.09904e-05	20	0.000196976
atiraram	L	251	0.000370409	221	0.00217659
atirarem	L	17	2.50874e-05	16	0.000157581
atirava	L	15	2.2136e-05	13	0.000128035
atiravam	L	20	2.95146e-05	18	0.000177279
atire	L	58	8.55924e-05	57	0.000561383
atirei	L	22	3.24661e-05	16	0.000157581
atirou	L	769	0.00113484	584	0.00575171
atitude	L	2763	0.00407745	2390	0.0235387
atitudes	L	1875	0.002767	1593	0.0156892
ativa	L	2935	0.00433127	2341	0.0230561
ativação	L	404	0.000596196	320	0.00315162
ativações	L	125	0.000184466	94	0.000925789
ativada	L	176	0.000259729	150	0.00147732
ativadas	L	72	0.000106253	66	0.000650022
ativado	L	347	0.000512079	304	0.00299404
ativados	L	1453	0.00214424	1446	0.0142414
ativá-la	LH	19	2.80389e-05	16	0.000157581
ativá-lo	LH	39	5.75535e-05	33	0.000325011
ativam	L	31	4.57477e-05	31	0.000305313
ativamente	L	621	0.000916429	588	0.00579111
ativando	L	49	7.23108e-05	49	0.000482592
ativar	L	958	0.00141375	737	0.00725858
ativaram	L	19	2.80389e-05	17	0.00016743
ativas	L	451	0.000665555	398	0.00391983
ative	L	222	0.000327612	175	0.00172354
atividade	L	10898	0.0160825	7238	0.0712858
atividade-fim	LH	58	8.55924e-05	34	0.00033486
atividades	L	18856	0.0278264	12896	0.12701
atividades-fim	LH	26	3.8369e-05	19	0.000187128
ativismo	L	466	0.000687691	366	0.00360467
ativista	L	1394	0.00205717	1057	0.0104102
ativistas	L	1062	0.00156723	764	0.0075245
ativo	L	2987	0.00440801	2220	0.0218644
ativos	L	5704	0.00841757	3451	0.0339883
ativou	L	58	8.55924e-05	53	0.000521987
Atkins	S	24	3.54176e-05	18	0.000177279
Atkinson	S	26	3.8369e-05	20	0.000196976
ATL	U	38	5.60778e-05	14	0.000137883
Atlanta	S	350	0.000516506	238	0.00234402
Atlantic	S	96	0.00014167	84	0.000827301
atlântica	L	52	7.6738e-05	47	0.000462895
Atlântico	S	1109	0.00163659	814	0.00801694
Atlântida	S	194	0.000286292	63	0.000620476
Atlantis	S	37	5.46021e-05	20	0.000196976
atlas	L	38	5.60778e-05	22	0.000216674
AtlasIntel	C	65	9.59226e-05	26	0.000256069
atleta	L	4317	0.00637073	2449	0.0241198
atletas	L	5115	0.00754837	2571	0.0253213
Atleti	S	33	4.86991e-05	32	0.000315162
Atletiba	S	29	4.27962e-05	17	0.00016743
atlética	L	76	0.000112156	50	0.000492441
atleticana	L	44	6.49322e-05	38	0.000374255
atleticano	L	72	0.000106253	58	0.000571232
atleticanos	L	26	3.8369e-05	24	0.000236372
atlético	L	47	6.93594e-05	43	0.000423499
Atlético-GO	SH	708	0.00104482	401	0.00394938
Atletico-MG	SH	41	6.0505e-05	27	0.000265918
Atlético-MG	SH	1726	0.00254711	810	0.00797754
ATLÉTICO-MG	UH	40	5.90293e-05	29	0.000285616
Atlético-PR	SH	51	7.52623e-05	34	0.00033486
atletismo	L	423	0.000624234	235	0.00231447
ATM	U	52	7.6738e-05	21	0.000206825
Atma	S	16	2.36117e-05	11	0.000108337
Atmos	S	93	0.000137243	70	0.000689417
atmosfera	L	2223	0.00328055	1565	0.0154134
atmosferas	L	38	5.60778e-05	36	0.000354558
atmosférica	L	223	0.000329088	176	0.00173339
atmosféricas	L	75	0.00011068	67	0.000659871
atmosférico	L	109	0.000160855	83	0.000817452
atmosféricos	L	64	9.44468e-05	40	0.000393953
ato	L	9432	0.0139191	6432	0.0633476
atoa	L	17	2.50874e-05	17	0.00016743
atola	L	12	1.77088e-05	12	0.000118186
atolada	L	19	2.80389e-05	15	0.000147732
atolado	L	41	6.0505e-05	32	0.000315162
atolados	L	14	2.06602e-05	14	0.000137883
atoleiro	L	20	2.95146e-05	19	0.000187128
Atom	S	41	6.0505e-05	21	0.000206825
